zacatek_14_dni;zacatek_tyden;datum_zobrazeni;datum;kraj_kod;kraj;okres_kod;okres;incidence14_100;incidence_65_14_100
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;261.466733800000;200.431699000000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;366.346165800000;183.438155100000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ032;Plzeňský kraj;CZ0326;Rokycany;149.952379900000;49.578582000000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ032;Plzeňský kraj;CZ0327;Tachov;93.860424000000;62.318238400000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ041;Karlovarský kraj;CZ0411;Cheb;284.828775300000;329.676268700000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;202.058910600000;133.587013700000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ041;Karlovarský kraj;CZ0413;Sokolov;130.367750400000;111.949092600000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ042;Ústecký kraj;CZ0421;Děčín;230.041222100000;190.797681000000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ042;Ústecký kraj;CZ0422;Chomutov;154.466729600000;188.936245000000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ042;Ústecký kraj;CZ0423;Litoměřice;349.299729200000;149.303251400000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ042;Ústecký kraj;CZ0424;Louny;100.356438300000;47.429892600000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ042;Ústecký kraj;CZ0425;Most;118.165216400000;70.047632300000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ042;Ústecký kraj;CZ0426;Teplice;180.519400000000;51.689860800000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;302.502136700000;129.322931800000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ051;Liberecký kraj;CZ0511;Česká Lípa;84.220716300000;20.230629100000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;199.631619000000;73.294591900000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ051;Liberecký kraj;CZ0513;Liberec;424.766264600000;134.655053800000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ051;Liberecký kraj;CZ0514;Semily;201.087763300000;12.400024800000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;143.045841600000;146.769682300000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ052;Královéhradecký kraj;CZ0522;Jičín;166.156536900000;88.048837700000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ052;Královéhradecký kraj;CZ0523;Náchod;393.786718500000;157.232704400000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;80.621795500000;48.789412600000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ052;Královéhradecký kraj;CZ0525;Trutnov;143.247046000000;27.242654200000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ053;Pardubický kraj;CZ0531;Chrudim;263.829543100000;262.963646400000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ053;Pardubický kraj;CZ0532;Pardubice;233.696798300000;65.774422300000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ053;Pardubický kraj;CZ0533;Svitavy;252.077482600000;178.144484500000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ053;Pardubický kraj;CZ0534;Ústí nad Orlicí;201.771831400000;117.395944500000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ063;Kraj Vysočina;CZ0631;Havlíčkův Brod;252.857820100000;170.093551400000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ063;Kraj Vysočina;CZ0632;Jihlava;233.217164700000;147.651006700000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ063;Kraj Vysočina;CZ0633;Pelhřimov;387.264529300000;211.186484000000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ063;Kraj Vysočina;CZ0634;Třebíč;257.197003800000;114.000087600000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;286.903976000000;110.548917800000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ064;Jihomoravský kraj;CZ0641;Blansko;262.974637100000;196.358443400000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ064;Jihomoravský kraj;CZ0642;Brno-město;281.371772600000;123.337150900000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;243.498544300000;137.964419700000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ064;Jihomoravský kraj;CZ0644;Břeclav;146.185001400000;99.347760300000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ064;Jihomoravský kraj;CZ0645;Hodonín;359.223868500000;300.676522100000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ064;Jihomoravský kraj;CZ0646;Vyškov;147.377546500000;56.561085900000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ064;Jihomoravský kraj;CZ0647;Znojmo;133.798567500000;88.179533500000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ071;Olomoucký kraj;CZ0711;Jeseník;271.281078800000;261.904761900000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ071;Olomoucký kraj;CZ0712;Olomouc;324.879391100000;159.482850200000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ071;Olomoucký kraj;CZ0713;Prostějov;216.298805200000;111.051883400000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ071;Olomoucký kraj;CZ0714;Přerov;156.742232300000;58.722061100000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ071;Olomoucký kraj;CZ0715;Šumperk;243.321125700000;132.043962800000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ072;Zlínský kraj;CZ0721;Kroměříž;349.335029300000;193.162930600000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;506.939659400000;237.159506700000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ072;Zlínský kraj;CZ0723;Vsetín;107.441360700000;71.895648600000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ072;Zlínský kraj;CZ0724;Zlín;270.281551900000;170.991004300000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ080;Moravskoslezský kraj;CZ0801;Bruntál;175.769948700000;87.318300800000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ080;Moravskoslezský kraj;CZ0802;Frýdek-Místek;173.763160300000;90.323500700000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ080;Moravskoslezský kraj;CZ0803;Karviná;119.354995800000;61.663318200000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ080;Moravskoslezský kraj;CZ0804;Nový Jičín;126.668294000000;57.192840800000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ080;Moravskoslezský kraj;CZ0805;Opava;182.709548500000;118.298805400000
2020-09-17;2020-09-24;2020-10-01;2020-09-30;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;237.392431500000;133.056905000000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ010;Hl. m. Praha;CZ0100;Praha;469.690253600000;207.432534600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0201;Benešov;436.558231200000;357.072979800000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0202;Beroun;324.012708000000;91.454701300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0203;Kladno;263.089925000000;140.581068400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0204;Kolín;320.590900600000;193.557992900000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0205;Kutná Hora;218.916495200000;131.950989600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0206;Mělník;356.809573400000;122.243411000000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;304.529589900000;212.579717300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0208;Nymburk;393.513470600000;476.014174600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ0209;Praha-východ;438.497013600000;133.131836400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ020A;Praha-západ;454.673291400000;329.073892000000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ020B;Příbram;335.348901800000;173.368852800000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ020;Středočeský kraj;CZ020C;Rakovník;217.774738100000;137.658091700000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ031;Jihočeský kraj;CZ0311;České Budějovice;275.136164300000;139.422318000000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ031;Jihočeský kraj;CZ0312;Český Krumlov;170.576385700000;78.940443800000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ031;Jihočeský kraj;CZ0313;Jindřichův Hradec;136.726502800000;50.856939400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ031;Jihočeský kraj;CZ0314;Písek;223.504267500000;88.883245500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ031;Jihočeský kraj;CZ0315;Prachatice;166.738593100000;79.302141100000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ031;Jihočeský kraj;CZ0316;Strakonice;173.797547000000;87.849709400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ031;Jihočeský kraj;CZ0317;Tábor;267.069545200000;162.770719300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ032;Plzeňský kraj;CZ0321;Domažlice;122.458186900000;32.265870700000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ032;Plzeňský kraj;CZ0322;Klatovy;149.296915600000;100.221542300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ032;Plzeňský kraj;CZ0323;Plzeň-město;407.659048700000;222.849502300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;237.840221700000;146.469318500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;368.846822200000;163.784067000000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ032;Plzeňský kraj;CZ0326;Rokycany;186.427283200000;69.410014800000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ032;Plzeňský kraj;CZ0327;Tachov;112.264428700000;62.318238400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ041;Karlovarský kraj;CZ0411;Cheb;272.824497400000;329.676268700000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;219.477782200000;157.875561600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ041;Karlovarský kraj;CZ0413;Sokolov;143.971341700000;135.517322600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ042;Ústecký kraj;CZ0421;Děčín;211.514412300000;201.805239500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ042;Ústecký kraj;CZ0422;Chomutov;172.074336100000;289.995166700000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ042;Ústecký kraj;CZ0423;Litoměřice;314.202627200000;141.008626400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ042;Ústecký kraj;CZ0424;Louny;115.352228000000;77.073575600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ042;Ústecký kraj;CZ0425;Most;131.593081900000;74.717474500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ042;Ústecký kraj;CZ0426;Teplice;175.870831700000;59.642147100000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;299.988268600000;125.151224300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ051;Liberecký kraj;CZ0511;Česká Lípa;82.284607900000;25.288286400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;189.705184900000;78.529919800000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ051;Liberecký kraj;CZ0513;Liberec;423.627481100000;140.385056100000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ051;Liberecký kraj;CZ0514;Semily;202.437345600000;24.800049600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;129.654316000000;146.769682300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ052;Královéhradecký kraj;CZ0522;Jičín;166.156536900000;82.178915200000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ052;Královéhradecký kraj;CZ0523;Náchod;399.243347400000;157.232704400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;100.777244400000;48.789412600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ052;Královéhradecký kraj;CZ0525;Trutnov;131.380426800000;31.134461900000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ053;Pardubický kraj;CZ0531;Chrudim;270.520872100000;253.736851800000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ053;Pardubický kraj;CZ0532;Pardubice;228.566868600000;80.073209700000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ053;Pardubický kraj;CZ0533;Svitavy;247.285135000000;178.144484500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ053;Pardubický kraj;CZ0534;Ústí nad Orlicí;222.021334200000;131.625755900000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ063;Kraj Vysočina;CZ0631;Havlíčkův Brod;232.839909300000;160.088048400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ063;Kraj Vysočina;CZ0632;Jihlava;240.257682900000;170.022371300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ063;Kraj Vysočina;CZ0633;Pelhřimov;409.393931000000;230.385255300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ063;Kraj Vysočina;CZ0634;Třebíč;251.782330100000;109.615468900000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;312.293708400000;153.067732400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ064;Jihomoravský kraj;CZ0641;Blansko;262.058349200000;214.209210900000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ064;Jihomoravský kraj;CZ0642;Brno-město;294.483225200000;134.664032100000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;263.975570000000;159.748275400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ064;Jihomoravský kraj;CZ0644;Břeclav;150.484560200000;129.584035200000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ064;Jihomoravský kraj;CZ0645;Hodonín;384.557920700000;341.393134500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ064;Jihomoravský kraj;CZ0646;Vyškov;161.465106100000;62.217194500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ064;Jihomoravský kraj;CZ0647;Znojmo;133.798567500000;119.042370200000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ071;Olomoucký kraj;CZ0711;Jeseník;276.548672500000;285.714285700000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ071;Olomoucký kraj;CZ0712;Olomouc;343.140585700000;185.000106300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ071;Olomoucký kraj;CZ0713;Prostějov;222.741748400000;111.051883400000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ071;Olomoucký kraj;CZ0714;Přerov;182.222496700000;69.732447600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ071;Olomoucký kraj;CZ0715;Šumperk;262.421418900000;159.229484600000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ072;Zlínský kraj;CZ0721;Kroměříž;352.182869200000;202.147253000000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;511.158297300000;271.039436200000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ072;Zlínský kraj;CZ0723;Vsetín;124.185468900000;82.166455500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ072;Zlínský kraj;CZ0724;Zlín;264.020203200000;175.947265300000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ080;Moravskoslezský kraj;CZ0801;Bruntál;176.861687600000;87.318300800000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ080;Moravskoslezský kraj;CZ0802;Frýdek-Místek;182.148513900000;92.700434900000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ080;Moravskoslezský kraj;CZ0803;Karviná;124.632597700000;67.630736100000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ080;Moravskoslezský kraj;CZ0804;Nový Jičín;142.501830700000;74.014264500000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ080;Moravskoslezský kraj;CZ0805;Opava;194.625388600000;121.184142100000
2020-09-18;2020-09-25;2020-10-02;2020-10-01;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;244.264317700000;162.453198000000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ010;Hl. m. Praha;CZ0100;Praha;473.012821300000;215.395395800000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0201;Benešov;451.646649300000;396.204265300000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0202;Beroun;332.428622500000;114.318376600000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0203;Kladno;279.908459100000;149.953139600000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0204;Kolín;328.386424000000;193.557992900000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0205;Kutná Hora;221.554043300000;138.234370000000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0206;Mělník;366.873433200000;117.353674600000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;334.445595000000;287.607852900000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0208;Nymburk;379.636421300000;476.014174600000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ0209;Praha-východ;431.476741200000;140.328151900000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ020A;Praha-západ;462.039132700000;329.073892000000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ020B;Příbram;357.068390300000;211.425430200000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ020;Středočeský kraj;CZ020C;Rakovník;214.175155600000;137.658091700000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ031;Jihočeský kraj;CZ0311;České Budějovice;274.625707600000;139.422318000000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ031;Jihočeský kraj;CZ0312;Český Krumlov;165.702774700000;70.169283300000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ031;Jihočeský kraj;CZ0313;Jindřichův Hradec;136.726502800000;55.942633300000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ031;Jihočeský kraj;CZ0314;Písek;241.663989200000;126.976065000000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ031;Jihočeský kraj;CZ0315;Prachatice;184.393267600000;79.302141100000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ031;Jihočeský kraj;CZ0316;Strakonice;204.883287100000;108.122719200000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ031;Jihočeský kraj;CZ0317;Tábor;287.538379000000;185.377763700000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ032;Plzeňský kraj;CZ0321;Domažlice;119.235603100000;24.199403000000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ032;Plzeňský kraj;CZ0322;Klatovy;145.824894300000;110.771178300000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ032;Plzeňský kraj;CZ0323;Plzeň-město;423.615400400000;240.182241300000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;261.466733800000;161.887141500000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;400.105027500000;189.989517800000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ032;Plzeňský kraj;CZ0326;Rokycany;190.480050200000;89.241447600000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ032;Plzeňský kraj;CZ0327;Tachov;117.785630100000;62.318238400000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ041;Karlovarský kraj;CZ0411;Cheb;271.733199400000;329.676268700000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;213.381177100000;165.971744300000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ041;Karlovarský kraj;CZ0413;Sokolov;141.704076500000;129.625265100000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ042;Ústecký kraj;CZ0421;Děčín;230.041222100000;238.497101300000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ042;Ústecký kraj;CZ0422;Chomutov;192.883325500000;347.115426800000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ042;Ústecký kraj;CZ0423;Litoměřice;350.971019800000;165.892501600000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ042;Ústecký kraj;CZ0424;Louny;123.426883900000;88.931048700000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ042;Ústecký kraj;CZ0425;Most;152.182475700000;84.057158800000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ042;Ústecký kraj;CZ0426;Teplice;181.294161300000;59.642147100000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;302.502136700000;112.636101900000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ051;Liberecký kraj;CZ0511;Česká Lípa;91.965150000000;45.518915600000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;186.396373500000;73.294591900000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ051;Liberecký kraj;CZ0513;Liberec;428.752007100000;154.710061800000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ051;Liberecký kraj;CZ0514;Semily;233.477738600000;43.400086800000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;163.741835700000;199.385228800000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ052;Královéhradecký kraj;CZ0522;Jičín;182.397401400000;105.658605300000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ052;Královéhradecký kraj;CZ0523;Náchod;394.696156700000;148.957298900000
2020-09-19;2020-09-26;2020-10-03;2020-10-02;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;100.777244400000;42.690736100000
